Unnamed: 0,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
145,Agarwal Shefali,Chief Medical Officer,S - Sale,EPZM,$11.21,-969,"-$10,862","104,341",-1%,2021-02-05 16:41:05,2021-02-04
146,Tombesi Paolo,CFO,S - Sale,EPZM,$11.21,"-1,021","-$11,445","53,465",-2%,2021-02-05 16:40:56,2021-02-04
147,Beaulieu Joseph,Corporate Controller,S - Sale,EPZM,$11.21,-227,"-$2,545","13,431",-2%,2021-02-05 16:40:09,2021-02-04
148,Koss John C Jr,"VP - Sales, 10%",S - Sale,KOSS,$24.96,"-15,000","-$374,400","2,144,387",-1%,2021-02-05 16:39:24,2021-02-03
149,Grau Michael,CFO,S - Sale,ATUS,$36.15,"-40,000","-$1,446,000","163,852",-20%,2021-02-05 16:37:58,2021-01-20
150,Burik Jeffrey M.,SVP,S - Sale,CBSH,$69.00,"-2,253","-$155,457","11,821",-16%,2021-02-05 16:37:55,2021-02-04
151,Carter John C,Dir,S - Sale,CRUS,$89.97,-625,"-$56,231","14,406",-4%,2021-02-05 16:37:50,2021-02-03
152,Badgley Rick,"EVP, Chief Admin Officer",S - Sale+OE,EAT,$65.00,-544,"-$35,360","26,122",-2%,2021-02-05 16:37:40,2021-02-04
153,Marvin Linda A,Dir,S - Sale,ALGT,$214.52,"-1,000","-$214,520","7,000",-13%,2021-02-05 16:37:38,2021-02-05
154,Koss Michael J,"Pres, CEO, 10%",S - Sale,KOSS,$26.67,"-36,000","-$960,030","3,779,754",-1%,2021-02-05 16:37:08,2021-02-03
155,Goldstein Dan,"VP, Corporate Controller",S - Sale+OE,HAE,$135.86,"-2,671","-$362,888","1,511",-64%,2021-02-05 16:36:55,2021-02-04
156,Maass Brian W,"EVP, CFO",S - Sale,TCF,$41.62,"-21,320","-$887,283","104,953",-17%,2021-02-05 16:36:42,2021-02-04
157,Ros Matthew,See Remarks,S - Sale,EPZM,$11.21,-894,"-$10,022","83,188",-1%,2021-02-05 16:36:32,2021-02-04
158,Comings Douglas N.,"SVP, Co-COO, Chili's",S - Sale,EAT,$64.73,"-1,000","-$64,730","25,477",-4%,2021-02-05 16:36:24,2021-02-04
159,Solk Steve,"Pres, Consumer Banking",S - Sale,CIT,$41.23,"-11,000","-$453,483","33,092",-25%,2021-02-05 16:35:58,2021-02-04
160,Barth Kevin G,EVP,S - Sale,CBSH,$70.00,"-5,396","-$377,720","120,378",-4%,2021-02-05 16:35:45,2021-02-04
161,Lober Ralph J II,"CEO, Pres",P - Purchase,CBKM,$19.74,+200,"+$3,948","35,265",+1%,2021-02-05 16:34:40,2021-02-05
162,Anderson Gregory Clark,"EVP, CFO",S - Sale,ALGT,$216.11,"-3,270","-$706,680","29,795",-10%,2021-02-05 16:34:35,2021-02-05
163,Garavaglia Mariana,Chief Bus. Operations Officer,S - Sale+OE,PTON,$147.38,"-5,208","-$767,576","2,856",-65%,2021-02-05 16:33:31,2021-02-03
164,Vakiener Victoria,Chief Commercial Officer,S - Sale,EPZM,$11.21,-817,"-$9,159","52,685",-2%,2021-02-05 16:32:30,2021-02-04
165,Bancel Stephane,CEO,S - Sale,MRNA,$161.73,"-19,000","-$3,072,790","23,256,918",0%,2021-02-05 16:32:24,2021-02-03
166,Dold Christopher,Chief Zoological Officer,S - Sale,SEAS,$33.00,"-2,000","-$66,000","127,715",-2%,2021-02-05 16:31:33,2021-02-04
167,Gagnon Neil,10%,P - Purchase,APEN,$4.52,"+38,117","+$172,424","1,750,363",+2%,2021-02-05 16:31:15,2021-02-03
168,Stern Adam K,Dir,P - Purchase,DRIO,$0.00,+619,+$0,"84,272",+1%,2021-02-05 16:29:38,2021-02-03
169,Quinly Tom P,"VP, COO",S - Sale+OE,CW,$113.34,"-1,477","-$167,403","38,869",-4%,2021-02-05 16:29:02,2021-02-05
170,Kiko Richard T Jr,Dir,P - Purchase,CBKM,$19.74,+911,"+$17,983","4,638",+24%,2021-02-05 16:28:53,2021-02-05
171,Jakubowitz Harry,"VP, Treasurer",S - Sale+OE,CW,$113.35,-297,"-$33,665","22,029",-1%,2021-02-05 16:28:44,2021-02-05
172,Farkas K Christopher,"VP, CFO",S - Sale+OE,CW,$113.37,-477,"-$54,077","4,378",-10%,2021-02-05 16:28:27,2021-02-05
173,Peraino Vito C,"SVP, GC",P - Purchase,AFG,$96.39,"+2,500","+$240,975","97,447",+3%,2021-02-05 16:27:04,2021-02-05
174,Adams David Charles,Exec COB,S - Sale+OE,CW,$113.35,"-4,005","-$453,967","60,065",-6%,2021-02-05 16:27:03,2021-02-05
175,Pelletier Johonna Marie,"Treasurer, VP, Tax",S - Sale+OE,CNMD,$116.10,"-5,000","-$580,483","3,881",-56%,2021-02-05 16:25:12,2021-02-04
176,Drake Fred L,"COB, CEO, 10%",P - Purchase,HBT,$15.20,"+2,770","+$42,104","17,315,170",0%,2021-02-05 16:23:54,2021-02-04
177,Frantz John R,"CEO, Pres",S - Sale,NXGN,$19.81,"-25,000","-$495,348","463,328",-5%,2021-02-05 16:23:52,2021-02-04
178,Kelly Martin,CFO,S - Sale,APO,$50.07,"-7,200","-$360,510","279,498",-3%,2021-02-05 16:23:24,2021-02-03
179,Kleinman Scott,Co-Pres,S - Sale,APO,$50.15,"-122,300","-$6,133,920","1,591,101",-7%,2021-02-05 16:22:33,2021-02-03
180,Lindberg Eric J. Jr.,CEO,S - Sale+OE,GO,$40.47,"-25,000","-$1,011,661","2,854,226",-1%,2021-02-05 16:22:20,2021-02-03
181,Ferdenzi Paul J,"VP, Corp. Sec.",S - Sale+OE,CW,$113.35,-761,"-$86,259","23,824",-3%,2021-02-05 16:21:44,2021-02-05
182,Samuel Ronald L,Dir,S - Sale,PNFP,$73.08,"-6,000","-$438,450","8,681",-41%,2021-02-05 16:21:38,2021-02-04
183,Bamford Lynn J,"Pres, CEO",S - Sale+OE,CW,$113.42,-967,"-$109,677","11,464",-8%,2021-02-05 16:21:25,2021-02-05
184,Heller Paul G,"Sr. EVP, Chief Technology Off",S - Sale+OE,HBAN,$13.58,"-75,646","-$1,026,894","434,406",-15%,2021-02-05 16:21:23,2021-02-03
185,Birmingham Melody,Dir,P - Purchase,SRCE,$39.80,"+4,300","+$171,140","4,508",>999%,2021-02-05 16:21:02,2021-02-03
186,Birmingham Melody,Dir,S - Sale,SRCE,$39.87,"-6,285","-$250,583","4,508",-58%,2021-02-05 16:21:02,2021-02-03
187,Bonar Brian,CEO,P - Purchase,DFCO,$0.28,"+24,100","+$6,640","5,269,415",0%,2021-02-05 16:21:01,2021-01-11
188,Dunbar Timothy Mark,Retired Officer,S - Sale+OE,PFG,$51.11,"-11,125","-$568,599","70,998",-14%,2021-02-05 16:20:59,2021-02-03
189,Burke William W,Dir,P - Purchase,ATGE,$40.06,"+1,000","+$40,060","12,441",+9%,2021-02-05 16:20:49,2021-02-04
190,Beacom Joseph J,"VP, CSO, COO",S - Sale,LSTR,$144.23,"-5,000","-$721,171","38,697",-11%,2021-02-05 16:20:27,2021-02-03
191,Jacobson Shalene A.,"EVP, Chief Risk Officer",P - Purchase,GNTY,$32.40,+300,"+$9,720","5,650",+6%,2021-02-05 16:20:26,2021-02-04
192,Farrell Edward,COO (+),S - Sale+OE,QTNT,$5.07,"-96,000","-$487,056","29,757",-76%,2021-02-05 16:20:09,2021-02-03
193,Ferguson Thomas E,"Pres, CEO",S - Sale+OE,AZZ,$50.27,"-3,421","-$171,987","109,794",-3%,2021-02-05 16:18:20,2021-02-04
194,Smith Ivan C,"EVP, GC, Secretary",S - Sale,SMG,$234.41,"-2,411","-$565,170","7,277",-25%,2021-02-05 14:19:02,2021-02-04
195,Hagedorn James,"COB, CEO, 10%",S - Sale,SMG,$234.41,"-14,544","-$3,409,308","1,901,753",-1%,2021-02-05 14:18:42,2021-02-04
196,Hagedorn Katherine Littlefield,"Dir, 10%",S - Sale,SMG,$234.41,"-2,255","-$528,599","2,727,454",0%,2021-02-05 14:18:19,2021-02-04
197,Hannon Michael J,EVP,S - Sale,PNC,$151.70,"-3,162","-$479,685","48,248",-6%,2021-02-05 14:16:01,2021-02-03
198,Price Penry W,Dir,S - Sale+OE,CHD,$82.50,"-12,632","-$1,042,140","21,606",-37%,2021-02-05 14:07:15,2021-02-04
199,Hayward Donald R.,Dir,S - Sale,CLFD,$32.70,"-3,893","-$127,282","10,467",-27%,2021-02-05 13:57:42,2021-02-03
200,Evangelista Paul A,EVP,P - Purchase,CNBKA,$141.86,+3,+$469,"8,176",0%,2021-02-05 13:46:50,2021-02-04
201,Sloane Barry R,"COB, CEO, Pres",P - Purchase,CNBKA,$141.86,+5,+$749,"8,940",0%,2021-02-05 13:43:55,2021-02-04
202,Schwab Charles R,COB,S - Sale+OE,SCHW,$54.86,"-165,877","-$9,100,825","120,822,196",0%,2021-02-05 13:39:10,2021-02-04
203,Joyce Patrick M,"EVP, CLO",S - Sale+OE,KRNY,$10.60,"-3,000","-$31,800","105,307",-3%,2021-02-05 13:21:21,2021-02-05
204,Zeitz Jochen,"Pres, CEO",P - Purchase,HOG,$32.47,"+30,800","+$1,000,165","253,720",+14%,2021-02-05 13:12:27,2021-02-04
205,Stahl Murray,Dir,P - Purchase,TPL,$961.49,+50,"+$48,075","371,939",0%,2021-02-05 13:11:54,2021-02-04
206,Pendarvis David,Chief Administrative Officer,S - Sale,RMD,$204.42,"-1,487","-$303,973","132,268",-1%,2021-02-05 13:11:09,2021-02-03
207,Mirosh Walentin,Dir,S - Sale+OE,MUR,$13.01,"-2,500","-$32,525","22,690",-10%,2021-02-05 12:13:20,2021-02-04
208,Saxon Franklin N,Exec COB,S - Sale,CULP,$17.00,"-1,857","-$31,569","107,038",-2%,2021-02-05 12:11:22,2021-02-03
209,Culp Robert George IV,"Pres, CEO",S - Sale,CULP,$17.00,"-1,392","-$23,664","248,059",-1%,2021-02-05 12:00:33,2021-02-03
210,Utz John A.,EVP,S - Sale,ASB,$19.19,"-3,000","-$57,555","82,662",-4%,2021-02-05 11:52:06,2021-02-04
211,Price Teddy Ray,Dir,P - Purchase,RRBI,$48.00,+708,"+$33,984","406,437",0%,2021-02-05 11:34:32,2021-02-04
212,Patel Sagar A,Pres,S - Sale+OE,WWD,$115.87,"-83,400","-$9,663,424","3,063",-96%,2021-02-05 11:30:30,2021-02-03
213,Oringer Jonathan,"Exec COB, 10%",S - Sale,SSTK,$68.30,"-40,293","-$2,752,034","13,432,824",0%,2021-02-05 11:08:28,2021-02-03
214,Dowd James A.,"EVP, COO",P - Purchase,PBHC,$11.79,+880,"+$10,375","46,771",+2%,2021-02-05 10:54:20,2021-02-05
215,Kumler Alan H,"SVP, CHIEF ACCOUNTING OFFICER",S - Sale,UCBI,$32.00,"-1,638","-$52,416","22,924",-7%,2021-02-05 10:50:25,2021-02-04
216,"10X Fund, L.P.",10%,S - Sale,GALT,$2.04,"-10,000","-$20,400","6,336,440",0%,2021-02-05 10:47:48,2021-02-02
217,Mulder John A,Dir,S - Sale+OE,GNTX,$34.90,"-7,000","-$244,281","34,365",-17%,2021-02-05 10:41:48,2021-02-04
218,Tascarella Ronald G.,1st VP,P - Purchase,PBHC,$9.59,+357,"+$3,424","18,421",+2%,2021-02-05 10:29:37,2020-08-05
219,Harvey William W,"Sr. EVP, CFO",S - Sale+OE,NWBI,$13.37,"-5,089","-$68,042","204,199",-2%,2021-02-05 10:04:19,2021-02-04
220,Bonomo Charles,"SVP, CIO",S - Sale,MSM,$84.01,"-4,298","-$361,072","3,239",-57%,2021-02-05 09:48:49,2021-02-04
221,Throdahl Mark C,"Pres, CEO",S - Sale,KIDS,$50.18,"-7,349","-$368,773","164,208",-4%,2021-02-05 09:25:58,2021-02-04
222,Lucchino David L.,"Pres, CEO",S - Sale+OE,FREQ,$48.75,"-11,036","-$538,005","308,086",-3%,2021-02-05 07:44:32,2021-02-03
223,Kelly Timothy P,See Remarks,S - Sale+OE,FIXX,$13.00,-500,"-$6,500",0,-100%,2021-02-05 06:31:16,2021-02-02
224,Newstead Jennifer,"VP, GC",S - Sale,FB,$265.53,-310,"-$82,314",429,-42%,2021-02-05 06:04:58,2021-02-02
0,Iger Robert A,Exec COB,S - Sale+OE,DIS,$176.03,"-237,136","-$41,743,372","1,198,697",-17%,2021-02-04 21:16:53,2021-02-02
1,Temasek Holdings (Private) Ltd,10%,S - Sale,FTSI,$17.05,"-483,860","-$8,249,813","2,060,496",-19%,2021-02-04 21:09:22,2021-02-03
2,Van Den Bosch Fred,Dir,S - Sale,VRNS,$175.23,"-1,500","-$262,845","48,984",-3%,2021-02-04 21:01:13,2021-02-01
3,Miller Phillip Martin,COO,S - Sale+OE,HMPT,$12.16,"-1,409","-$17,126","25,554",-5%,2021-02-04 20:59:54,2021-02-02
4,Del Preto Joseph,"CFO, Treasurer",S - Sale,SPT,$64.88,"-2,619","-$169,921","117,072",-2%,2021-02-04 20:58:48,2021-02-03
5,Lisicki Robert,"EVP, Chief Commercial Officer",S - Sale+OE,ARNA,$78.87,"-17,500","-$1,380,308","9,441",-65%,2021-02-04 20:57:25,2021-02-02
6,Syntone Ventures LLC,10%,P - Purchase,OTLK,$1.00,"+3,000,000","+$3,000,000","19,823,045",+18%,2021-02-04 20:54:39,2021-02-03
7,Newman William Andrew,"Pres, CEO",S - Sale+OE,HMPT,$12.16,"-56,377","-$685,262","1,022,168",-5%,2021-02-04 20:53:29,2021-02-02
8,Hopfner Robert Lorne,Dir,S - Sale,PCVX,$25.12,"-17,002","-$427,067","1,784,116",-1%,2021-02-04 20:51:32,2021-02-02
9,Wilson Mark Andrew,"SVP, GC",S - Sale+OE,NKTR,$19.45,"-5,344","-$103,941","78,900",-6%,2021-02-04 20:44:53,2021-02-03
10,Fregosi Maria N.,Chief Investment Officer,S - Sale+OE,HMPT,$12.16,"-7,047","-$85,656","127,771",-5%,2021-02-04 20:44:05,2021-02-02
11,Robin Howard W,"Pres, CEO",S - Sale+OE,NKTR,$19.93,"-450,000","-$8,966,931","459,103",-49%,2021-02-04 20:43:43,2021-02-02
12,Labrucherie Gil M,"SVP, COO, CFO",S - Sale+OE,NKTR,$19.86,"-150,000","-$2,979,629","266,973",-36%,2021-02-04 20:42:52,2021-02-02
13,Shoemaker Jr. Phillip R.,Pres of Originations,S - Sale+OE,HMPT,$12.16,"-6,923","-$84,149","125,511",-5%,2021-02-04 20:41:24,2021-02-02
14,Hill Gregory P.,"COO, Pres, E, P",S - Sale+OE,HES,$57.38,"-34,934","-$2,004,513","154,388",-18%,2021-02-04 20:39:58,2021-02-04
15,"Trident Vi, L.P.",10%,S - Sale,HMPT,$12.16,"-7,047,181","-$85,658,485","3,825,918",-65%,2021-02-04 20:38:28,2021-02-02
16,Lynch Richard D.,SVP,S - Sale+OE,HES,$57.69,"-31,588","-$1,822,211","32,721",-49%,2021-02-04 20:38:15,2021-02-04
17,Slentz Andrew P,SVP,S - Sale+OE,HES,$57.44,"-12,654","-$726,829","50,410",-20%,2021-02-04 20:36:56,2021-02-04
18,Lowery-Yilmaz Barbara J,SVP,S - Sale+OE,HES,$57.51,"-19,742","-$1,135,296","77,410",-20%,2021-02-04 20:34:38,2021-02-04
19,Schoonman Geurt G,SVP,S - Sale+OE,HES,$56.83,"-10,478","-$595,424","37,906",-22%,2021-02-04 20:33:27,2021-02-04
20,Hess John B,"CEO, 10%",S - Sale+OE,HES,$57.40,"-301,760","-$17,321,024","1,193,244",-20%,2021-02-04 20:32:06,2021-02-04
21,Rielly John P,"EVP, CFO",S - Sale+OE,HES,$57.38,"-17,191","-$986,420","274,582",-6%,2021-02-04 20:30:46,2021-02-04
22,Goodell Timothy B.,"EVP, Gen. Counsel, Secretary",S - Sale+OE,HES,$57.38,"-18,175","-$1,042,882","159,308",-10%,2021-02-04 20:29:24,2021-02-04
23,Daddario Nick,Chief Accounting Officer,S - Sale,GDDY,$83.67,-159,"-$13,304","5,462",-3%,2021-02-04 20:26:11,2021-02-02
24,Karp Alexander C.,See Remarks,S - Sale+OE,PLTR,$31.59,"-1,285,123","-$40,595,398","6,426,496",-17%,2021-02-04 20:20:00,2021-02-02
25,Keyt Bruce,Chief Scientific Officer,S - Sale+OE,IGMS,$96.00,"-1,619","-$155,424","3,782",-30%,2021-02-04 20:12:15,2021-02-03
26,Chen Daniel Shinyu,Chief Medical Officer,S - Sale+OE,IGMS,$96.00,"-1,226","-$117,696","116,473",-1%,2021-02-04 20:11:16,2021-02-03
27,Martin Timothy J,EVP - Global Solutions,S - Sale,TRU,$91.68,"-5,000","-$458,400","21,129",-19%,2021-02-04 20:09:53,2021-02-02
28,Evans Godfrey B,EVP - GC,S - Sale+OE,HMST,$38.34,"-14,000","-$536,760","63,061",-18%,2021-02-04 19:59:41,2021-02-03
29,Walker Daniel H,CEO,S - Sale,PNTG,$54.48,"-30,000","-$1,634,417","1,745,275",-2%,2021-02-04 19:58:50,2021-02-02
30,Edwards Thomas A.,Dir,S - Sale,CCXI,$60.94,"-20,000","-$1,218,844","121,357",-14%,2021-02-04 19:58:36,2021-02-02
31,Stack David M,"CEO, COB",S - Sale+OE,PCRX,$70.31,"-42,500","-$2,988,133","193,325",-18%,2021-02-04 19:58:03,2021-02-02
32,Templeton Richard K,"COB, Pres, CEO",S - Sale+OE,TXN,$171.65,"-337,500","-$57,930,336","570,506",-37%,2021-02-04 19:39:49,2021-02-02
33,"Mpm Bioventures 2014, L.P.",10%,S - Sale,HARP,$20.22,"-120,073","-$2,427,558","7,411,479",-2%,2021-02-04 19:30:05,2021-02-02
34,Schuler Jack W,10%,P - Purchase,YTEN,$12.25,"+101,400","+$1,242,150","895,035",+13%,2021-02-04 19:22:05,2021-02-03
35,Sinha Amit,"Pres of R, D, CTO",S - Sale+OE,ZS,$212.53,"-7,000","-$1,487,740","722,097",-1%,2021-02-04 19:19:57,2021-02-04
36,Lawndale Capital Management LLC,10%,S - Sale,PFIN,$6.11,"-66,440","-$406,215","354,694",-16%,2021-02-04 19:15:14,2021-02-02
37,Seraphin Luc,"Pres, CEO",S - Sale,RMBS,$19.09,"-12,605","-$240,642","214,640",-6%,2021-02-04 19:14:10,2021-02-04
38,Goldstein Robert L.,COO,S - Sale,BLK,$735.85,"-1,775","-$1,306,134","38,809",-4%,2021-02-04 19:13:38,2021-02-04
39,Lyon Joseph Douglas,Chief Accounting Officer,S - Sale+OE,CORT,$29.18,"-25,000","-$729,570",0,-100%,2021-02-04 19:13:13,2021-02-03
40,Wolfsen Natalie Grace,"EVP, Chief Solutions Officer",S - Sale,AMK,$23.76,"-8,109","-$192,691","328,647",-2%,2021-02-04 19:11:55,2021-02-04
41,"Diamond A Partners, L.P.",10%,S - Sale,PFIN,$6.11,"-66,440","-$406,215","335,589",-17%,2021-02-04 19:10:56,2021-02-02
42,"Broadwood Partners, L.P.",10%,S - Sale,STAA,$111.01,"-60,861","-$6,755,866","19,704,222",0%,2021-02-04 19:10:11,2021-02-02
43,Fink Laurence,"COB, CEO",S - Sale,BLK,$728.77,"-27,400","-$19,968,229","764,739",-3%,2021-02-04 19:09:20,2021-02-02
44,Hansen Carrie E.,"EVP, COO",S - Sale,AMK,$24.24,"-16,561","-$401,439","214,965",-7%,2021-02-04 19:08:00,2021-02-04
45,McCombe Mark,Senior MD,S - Sale,BLK,$734.63,"-1,777","-$1,305,438","21,804",-8%,2021-02-04 19:06:49,2021-02-04
46,Wiedman Mark,Senior MD,S - Sale,BLK,$730.30,"-1,500","-$1,095,445","9,666",-13%,2021-02-04 19:04:20,2021-02-04
47,Kucera Randall R.,"VP, GC",S - Sale,GNTY,$34.32,"-5,000","-$171,600","28,896",-15%,2021-02-04 19:00:26,2021-02-03
48,Bunch James S.,Dir,P - Purchase,GNTY,$32.03,"+3,000","+$96,090","118,000",+3%,2021-02-04 19:00:21,2021-02-04
49,Clarke Jeffrey W,"COO, Vice COB",S - Sale+OE,DELL,$77.05,"-113,946","-$8,779,353","384,445",-23%,2021-02-04 18:55:35,2021-02-02
50,"Glazer Capital, LLC",10%,S - Sale,AGBA,$10.48,"-30,289","-$317,453","595,456",-5%,2021-02-04 18:55:29,2021-02-02
51,Qubein Nido R,Dir,P - Purchase,TFC,$34.12,"+5,000","+$170,589","60,325",+9%,2021-02-04 18:53:42,2020-05-12
52,Tevanian Avadis,Dir,S - Sale,DLB,$90.00,"-1,814","-$163,260","53,222",-3%,2021-02-04 18:47:53,2021-02-02
53,"Cfac Holdings V, LLC",10%,P - Purchase,CFV,$10.00,"+600,000","+$6,000,000","600,000",New,2021-02-04 18:47:46,2020-02-02
54,"Aquilo Capital Management, LLC",10%,S - Sale,SPRO,$19.02,"-100,000","-$1,901,987","3,832,209",-3%,2021-02-04 18:46:54,2021-02-01
55,Nicholson Ryan,"VP, Corporate Controller",S - Sale,DLB,$91.01,"-2,237","-$203,583","10,223",-18%,2021-02-04 18:44:22,2021-02-03
56,Jasper N William Jr,Dir,S - Sale,DLB,$90.33,"-3,627","-$327,643","7,000",-34%,2021-02-04 18:43:42,2021-02-02
57,Chew Lewis,"EVP, CFO",S - Sale+OE,DLB,$90.82,"-30,000","-$2,724,669","105,598",-22%,2021-02-04 18:41:37,2021-02-02
58,Simon Barry J.,See remarks,S - Sale+OE,NK,$20.65,"-82,070","-$1,694,803","3,170,540",-3%,2021-02-04 18:39:21,2021-02-02
59,Mago Angela G,Head of Commercial Bank,S - Sale+OE,KEY,$17.70,"-5,957","-$105,439","160,397",-4%,2021-02-04 18:28:35,2021-02-02
60,Nomis Bay Ltd.,10%,S - Sale,HGEN,$20.96,"-73,584","-$1,542,363","5,926,416",-1%,2021-02-04 18:28:28,2021-02-02
61,Kemper J Mariner,"COB, CEO",S - Sale,UMBF,$73.73,"-1,681","-$123,940","2,979,663",0%,2021-02-04 18:24:24,2021-02-03
62,Kemper J Mariner,"COB, CEO",S - Sale+OE,UMBF,$73.25,"-2,939","-$215,290","2,981,344",0%,2021-02-04 18:22:42,2021-02-03
63,Swanson Bart,Dir,S - Sale+OE,ZM,$368.45,"-2,000","-$736,900",0,-100%,2021-02-04 18:20:43,2021-02-01
64,Burdick Steven M,"EVP, CFO",S - Sale,TTEK,$129.46,"-10,801","-$1,398,239","55,980",-16%,2021-02-04 18:20:23,2021-02-03
65,Lewis J Christopher,Dir,S - Sale+OE,TTEK,$127.61,"-1,449","-$184,900","64,426",-2%,2021-02-04 18:20:06,2021-02-02
66,Cornelius James,EVP,S - Sale,UMBF,$77.09,-482,"-$37,156","5,373",-8%,2021-02-04 18:17:17,2021-02-04
67,McDonald John T,CEO,S - Sale,UPLD,$50.03,"-20,668","-$1,034,019","1,611,540",-1%,2021-02-04 18:15:50,2021-02-02
68,Casteel Marty,Dir,S - Sale+OE,SFNC,$25.32,"-76,170","-$1,928,624","163,932",-32%,2021-02-04 18:08:58,2021-02-02
69,Scott Jonathan R,"Dir, 10%",S - Sale,FIBK,$41.00,"-12,500","-$512,500","15,014",-45%,2021-02-04 18:04:25,2021-02-04
70,Kaveripatnam Sandesh,Dir,S - Sale,PLAN,$75.32,"-9,816","-$739,345","66,318",-13%,2021-02-04 18:01:37,2021-02-02
71,Coufal Sandra I,"Dir, 10%",S - Sale,TCDA,$6.91,"-5,000","-$34,550","6,590,962",0%,2021-02-04 18:00:54,2021-02-03
72,Walton Michael K,"VP, GC",S - Sale+OE,PCAR,$97.22,"-1,688","-$164,102","3,154",-35%,2021-02-04 18:00:46,2021-02-04
73,Scott Jeremy,10%,S - Sale,FIBK,$41.00,"-60,100","-$2,464,100","25,301",-70%,2021-02-04 18:00:33,2021-02-04
74,Flagship Ventures Fund IV General Partner LLC,10%,P - Purchase,EVLO,$15.00,"+130,000","+$1,950,000","17,660,752",+1%,2021-02-04 17:56:12,2021-02-02
75,Disco (Guernsey) Holdings L.P. Inc.,"Dir, 10%",S - Sale,DCT,$44.39,"-6,156,000","-$273,264,840","31,606,952",-16%,2021-02-04 17:56:10,2021-02-02
76,Colbert Theodore III,"EVP, Pres, CEO, BGS",S - Sale,BA,$200.80,"-5,000","-$1,004,000","50,566",-9%,2021-02-04 17:54:42,2021-02-02
77,Keating Timothy John,"EVP, Government Operations",S - Sale+OE,BA,$202.15,"-21,737","-$4,394,135","80,563",-21%,2021-02-04 17:54:32,2021-02-02
78,Krishnan Meena,Dir,P - Purchase,FVCB,$16.67,"+4,000","+$66,675","4,000",New,2021-02-04 17:51:09,2021-02-02
79,Roberts Christopher D.,Chief Scientific Officer,S - Sale+OE,BDTX,$25.35,"-2,500","-$63,375","3,200",-44%,2021-02-04 17:47:33,2021-02-03
80,Lucchino David L.,"Pres, CEO",S - Sale+OE,FREQ,$46.10,"-5,518","-$254,360","308,086",-2%,2021-02-04 17:44:07,2021-02-02
81,Traversa Sergio,CEO,S - Sale+OE,RLMD,$35.07,"-3,278","-$114,970","88,874",-4%,2021-02-04 17:40:10,2021-02-02
82,Desjardin Michael A.,"EVP, Technical Operations",S - Sale,HZNP,$85.00,"-4,530","-$385,050","111,986",-4%,2021-02-04 17:39:52,2021-02-02
83,Schmidt Phil Richard,Pres,S - Sale+OE,RIDE,$25.23,"-211,512","-$5,336,530","9,366",-96%,2021-02-04 17:39:07,2021-02-02
84,Shenouda Maged,CFO,S - Sale+OE,RLMD,$35.04,"-3,200","-$112,134","2,228",-59%,2021-02-04 17:38:39,2021-02-02
85,Dalton John W,former Director,S - Sale,SMED,$12.56,"-17,200","-$216,057","855,482",-2%,2021-02-04 17:35:29,2021-02-03
86,Shotwell David F,"EVP, Chief Risk Officer",S - Sale,UMPQ,$15.44,"-1,557","-$24,040","94,546",-2%,2021-02-04 17:32:24,2021-02-04
87,Quinn T. Kyle,"SVP, CHIEF TECH. OFFICER",S - Sale+OE,PCAR,$95.29,"-24,516","-$2,336,063","35,270",-41%,2021-02-04 17:32:12,2021-02-03
88,Waterman William M.,Dir,S - Sale,KEX,$57.74,"-25,000","-$1,443,533","179,350",-12%,2021-02-04 17:30:20,2021-02-04
89,Brown Shane,Chief Production Officer,S - Sale+OE,RIDE,$24.63,"-19,008","-$468,183",0,-100%,2021-02-04 17:28:45,2021-02-02
90,Vo Chuan D.,VP of Propulsion,S - Sale+OE,RIDE,$25.21,"-100,000","-$2,521,000",717,-99%,2021-02-04 17:25:25,2021-02-02
91,Nickles Robert Clark Jr,Dir,P - Purchase,FFIN,$39.15,+213,"+$8,339","66,164",0%,2021-02-04 17:24:40,2021-02-03
92,Messina Richard P,"VP - Global Engr., Prchs.",S - Sale+OE,STRT,$57.15,"-7,412","-$423,609","10,140",-42%,2021-02-04 17:20:25,2021-02-02
93,Walsh Kenneth M,Dir,S - Sale,EBMT,$20.88,"-4,681","-$97,720","236,149",-2%,2021-02-04 17:20:11,2021-02-03
94,Tirpak Bradley M,Dir,P - Purchase,TSRI,$7.25,"+27,586","+$199,999","65,344",+73%,2021-02-04 17:17:47,2021-02-03
95,Villavarayan Chris,"EVP, COO",S - Sale+OE,MTOR,$31.47,-601,"-$18,915","48,618",-1%,2021-02-04 17:17:12,2021-02-03
96,Realty Advisors Inc,10%,S - Sale,GBR,$6.42,"-100,000","-$642,000","2,900,000",-3%,2021-02-04 17:17:07,2021-02-02
97,Fitzgerald Robert E,"Dir, 10%",P - Purchase,TSRI,$7.25,"+348,414","+$2,526,002","517,614",+206%,2021-02-04 17:16:56,2021-02-03
98,Bialy Paul,"VP, CAO (PAO)",S - Sale+OE,MTOR,$30.59,-140,"-$4,283","28,286",0%,2021-02-04 17:16:45,2021-02-03
99,"Glenview Capital Management, LLC",10%,S - Sale,THC,$48.54,"-2,033,490","-$98,706,027","16,225,320",-11%,2021-02-04 17:16:36,2021-02-02
